source,source_id_or_filepath,label,split,negative_type,notes,filepath,pixel_sha256,lemon_probability,accepted,correct
beans,beans_test/test/healthy/healthy_test.31.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=healthy,data/leaf_validator/external/5f78c828c30f061e957e3c3d1631799454d70be77c301fb878b1122acea92937.jpg,5f78c828c30f061e957e3c3d1631799454d70be77c301fb878b1122acea92937,0.0022172646,False,True
beans,beans_test/test/healthy/healthy_test.37.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=healthy,data/leaf_validator/external/13480c605ad5639340cee6db6f83f27fdb96d1a3e2bdc84ed16d1fb2474ef60b.jpg,13480c605ad5639340cee6db6f83f27fdb96d1a3e2bdc84ed16d1fb2474ef60b,0.001424262,False,True
beans,beans_test/test/healthy/healthy_test.39.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=healthy,data/leaf_validator/external/f909afcd5e6b42f8063e106d4d7b2229a494ab9b5f902fb8aea0fda936a57aa9.jpg,f909afcd5e6b42f8063e106d4d7b2229a494ab9b5f902fb8aea0fda936a57aa9,0.0049886676,False,True
beans,beans_test/test/healthy/healthy_test.4.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=healthy,data/leaf_validator/external/70265f3bfc2f5c40be143ef5f7f1b77edf24facc59d0adec8e21eed29b4a6383.jpg,70265f3bfc2f5c40be143ef5f7f1b77edf24facc59d0adec8e21eed29b4a6383,0.00035647445,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.147.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/1577ca98610122d7f9b8884955560546292a41df2eeeab804eb431145230ae98.jpg,1577ca98610122d7f9b8884955560546292a41df2eeeab804eb431145230ae98,0.0014755634,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.15.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/37177fc7b53ba996fa56e4b316f920169a7578a8495204ca0c52206b0c6c555b.jpg,37177fc7b53ba996fa56e4b316f920169a7578a8495204ca0c52206b0c6c555b,0.0018081455,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.150.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/f35e968b9b95a2d3eaac1abf45108f220c448c0101d832c0b64d1e0c3d16cdbe.jpg,f35e968b9b95a2d3eaac1abf45108f220c448c0101d832c0b64d1e0c3d16cdbe,0.0024450107,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.159.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/b0a5412c3f66e2740575d8fcf91aa3c9a5c073c4e9158923132c3ec83cb2b7be.jpg,b0a5412c3f66e2740575d8fcf91aa3c9a5c073c4e9158923132c3ec83cb2b7be,0.00066081405,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.16.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/c83f7ebbc700932095a46744afb8d1cd45a3a670b1a5df8cd58f9ae540e13fef.jpg,c83f7ebbc700932095a46744afb8d1cd45a3a670b1a5df8cd58f9ae540e13fef,0.011007001,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.165.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/5b1fdf3323e79fc530fe0bdf46b6b8f10b67561d4e5ac77e0cb7b3fc28c529ce.jpg,5b1fdf3323e79fc530fe0bdf46b6b8f10b67561d4e5ac77e0cb7b3fc28c529ce,0.0070375074,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.174.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/c1f262286bbc8b79beb70d1326b5cc2b07b9841d7bc451b8221154ac28894ee8.jpg,c1f262286bbc8b79beb70d1326b5cc2b07b9841d7bc451b8221154ac28894ee8,0.00027066463,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.18.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/b1a416ea3f9890d7ed883cc3e76d5375152f328f2c710077a69312f5c2ed4659.jpg,b1a416ea3f9890d7ed883cc3e76d5375152f328f2c710077a69312f5c2ed4659,0.00015428438,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.188.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/2e23f3e08ce854eda432fa9d5c393cb4b0c04d6d1e5423a6bec34ae74ce703fe.jpg,2e23f3e08ce854eda432fa9d5c393cb4b0c04d6d1e5423a6bec34ae74ce703fe,0.001231845,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.196.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/e28681ff7de8e5fceb3f9c8d4970549f2e99bcc93181591ca9789ec2f40cc815.jpg,e28681ff7de8e5fceb3f9c8d4970549f2e99bcc93181591ca9789ec2f40cc815,0.0019220491,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.204.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/88e1850ef7cfafcae30611ac73a91702663281f9579edc0ff4c5c39a5b1f4797.jpg,88e1850ef7cfafcae30611ac73a91702663281f9579edc0ff4c5c39a5b1f4797,0.0038397722,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.223.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/00aecc53ad1bd0db35c6298c7ca2deea61c892b98066df242102a558ffaa151f.jpg,00aecc53ad1bd0db35c6298c7ca2deea61c892b98066df242102a558ffaa151f,0.0006279938,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.229.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/71cc6b4d5f5f71d1c4259a49aa6e5c46474a62c594f28f849472211d6a3a1b0a.jpg,71cc6b4d5f5f71d1c4259a49aa6e5c46474a62c594f28f849472211d6a3a1b0a,0.014511153,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.242.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/9fa2a965297930d4c50757e43c1fae521966405e2c9051cea7e4854d2a36cc66.jpg,9fa2a965297930d4c50757e43c1fae521966405e2c9051cea7e4854d2a36cc66,0.0033085707,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.244.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/425b20489db75ba4cafede163d2e436b17bd9630d89b99d8988a34f7a59cc789.jpg,425b20489db75ba4cafede163d2e436b17bd9630d89b99d8988a34f7a59cc789,0.00095731043,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.256.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/b9945709e371dde11e455a55c9d3bb1713fb6c22917f3ef8c53eccb4f819875f.jpg,b9945709e371dde11e455a55c9d3bb1713fb6c22917f3ef8c53eccb4f819875f,0.00034441322,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.259.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/4547f08869c4a2f081f1d58118c6ea1f888f3b9aea40c0f04e95dc6112cd949b.jpg,4547f08869c4a2f081f1d58118c6ea1f888f3b9aea40c0f04e95dc6112cd949b,0.00044495414,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.27.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/a9b6e020e742de2682dfdbbcfec3331529c64c60257a8469489fe2ee502f24c4.jpg,a9b6e020e742de2682dfdbbcfec3331529c64c60257a8469489fe2ee502f24c4,0.000916071,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.273.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/49cfc9b4767463fe4eba735faf60cf8c29b802f34bb973322f8d667cb46840fd.jpg,49cfc9b4767463fe4eba735faf60cf8c29b802f34bb973322f8d667cb46840fd,5.1959545e-05,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.279.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/32e67a2ab88cd67e6d689fd4e5c8e87382d68bd22f7d9906364c108f4c5b2c5b.jpg,32e67a2ab88cd67e6d689fd4e5c8e87382d68bd22f7d9906364c108f4c5b2c5b,0.003875218,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.291.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/19ee000b8f397805028547bcf2911d38395d7f1d6ae70bc7dc40b7750f1949e2.jpg,19ee000b8f397805028547bcf2911d38395d7f1d6ae70bc7dc40b7750f1949e2,0.0025970538,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.292.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/e6970c92e12e98863a0474499c9116b1b9545e870efc69e08db9d9a0ece4e859.jpg,e6970c92e12e98863a0474499c9116b1b9545e870efc69e08db9d9a0ece4e859,0.00031265873,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.304.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/e8c9e3b183b6873f6e1a6b0f525482f0768476d7bc1d3e5525a10abe7f925688.jpg,e8c9e3b183b6873f6e1a6b0f525482f0768476d7bc1d3e5525a10abe7f925688,0.0003561475,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.31.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/181f6044fe1e8f3f00949320de464f18d61c6620080c293f6feb1ea0e4336777.jpg,181f6044fe1e8f3f00949320de464f18d61c6620080c293f6feb1ea0e4336777,0.003919017,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.329.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/914635d52d40e31e63541b053ff0a11bb9d4a8232b81ac5c6e354108bc9e125f.jpg,914635d52d40e31e63541b053ff0a11bb9d4a8232b81ac5c6e354108bc9e125f,0.0026260086,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.33.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/e026dfe212df713d48b6564c2af0aaaab54ef3a280038dd4cd19084f4c990f76.jpg,e026dfe212df713d48b6564c2af0aaaab54ef3a280038dd4cd19084f4c990f76,0.00036305748,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.333.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/02a9638272d768ed24d8fffb2e035572aba076691825e88c73c643e769fa0ea4.jpg,02a9638272d768ed24d8fffb2e035572aba076691825e88c73c643e769fa0ea4,0.00038040837,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.40.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/ff28b47d1bd70db049529c373bcff510d7a8b29337f66e2dc774e9956e24cfe9.jpg,ff28b47d1bd70db049529c373bcff510d7a8b29337f66e2dc774e9956e24cfe9,8.419331e-05,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.42.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/e1c19a6a4ffdd5a9a8cd4329ad7328f83b03e7aed55f6c839a3341cfc867263f.jpg,e1c19a6a4ffdd5a9a8cd4329ad7328f83b03e7aed55f6c839a3341cfc867263f,0.00050450955,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.44.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/ae1cdb52dcf045b7fecac4f5c781ac38d7ade392c428cd8a3af8cb34ff8e66c4.jpg,ae1cdb52dcf045b7fecac4f5c781ac38d7ade392c428cd8a3af8cb34ff8e66c4,0.00013034492,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.52.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/17293799d20670d3646c62ebb731b30cda0a729c23620b656cd3e6ea4f8e5ea8.jpg,17293799d20670d3646c62ebb731b30cda0a729c23620b656cd3e6ea4f8e5ea8,0.0017352471,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.54.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/17188705a5399c828de906ca2dad406ebfdab0f705f190259e1eba26c7e891c3.jpg,17188705a5399c828de906ca2dad406ebfdab0f705f190259e1eba26c7e891c3,0.0026007912,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.77.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/a2587a28aea4940be2e346cfbbb5979b7dc3042de35528b561c500e0c081503c.jpg,a2587a28aea4940be2e346cfbbb5979b7dc3042de35528b561c500e0c081503c,9.466056e-05,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.92.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/9e3c9485d02a5a1ed14d2a85576fbd0d28b9d79b87e00f288263bb51462c5248.jpg,9e3c9485d02a5a1ed14d2a85576fbd0d28b9d79b87e00f288263bb51462c5248,0.0017250595,False,True
beans,beans_train/train/angular_leaf_spot/angular_leaf_spot_train.93.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=angular_leaf_spot,data/leaf_validator/external/455fa32b33463f7aca3fc3147417f4401aeb30d52e1b88d8a2fc7346b8d9a3e1.jpg,455fa32b33463f7aca3fc3147417f4401aeb30d52e1b88d8a2fc7346b8d9a3e1,8.275574e-05,False,True
beans,beans_train/train/bean_rust/bean_rust_train.0.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/f85cd9208e2a1d6cc84fb58c17727bf381874d099868b5e9dbb3bd1d90566e4f.jpg,f85cd9208e2a1d6cc84fb58c17727bf381874d099868b5e9dbb3bd1d90566e4f,0.0007658233,False,True
beans,beans_train/train/bean_rust/bean_rust_train.105.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/2703ec7e8da52e2eb6a1c357b9bb4d4c24e711aaa0eb51422e360141d6755c0e.jpg,2703ec7e8da52e2eb6a1c357b9bb4d4c24e711aaa0eb51422e360141d6755c0e,0.0027123978,False,True
beans,beans_train/train/bean_rust/bean_rust_train.110.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/a745ab3aa82d1e9a10e9f718a0cfcddf37688dbbb6cbb3a4492fb89826f2e8e0.jpg,a745ab3aa82d1e9a10e9f718a0cfcddf37688dbbb6cbb3a4492fb89826f2e8e0,0.006050148,False,True
beans,beans_train/train/bean_rust/bean_rust_train.117.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/9b1906500451d53783db936221bcf050f796823eb0dbe8aaa2d2a3fe0e929d5c.jpg,9b1906500451d53783db936221bcf050f796823eb0dbe8aaa2d2a3fe0e929d5c,1.5079037e-05,False,True
beans,beans_train/train/bean_rust/bean_rust_train.125.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/3ceb664731c1b312af644d05603afec6ca4a6208e86ceed54f93860916c933c4.jpg,3ceb664731c1b312af644d05603afec6ca4a6208e86ceed54f93860916c933c4,0.0003380822,False,True
beans,beans_train/train/bean_rust/bean_rust_train.145.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/a5a00af5eb9b50b1302686802eacb5a696eb32aa195fffb8f1bede36d4a63ce0.jpg,a5a00af5eb9b50b1302686802eacb5a696eb32aa195fffb8f1bede36d4a63ce0,0.0022267867,False,True
beans,beans_train/train/bean_rust/bean_rust_train.146.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/f5f6b75701d5718865e9041d5ee821050bfc79c53cb4764f4af1406bf312dcc9.jpg,f5f6b75701d5718865e9041d5ee821050bfc79c53cb4764f4af1406bf312dcc9,0.0012807235,False,True
beans,beans_train/train/bean_rust/bean_rust_train.151.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/e3bc62bf7200e103b2ddb85593143566bc064e25ab0d4d4caeb8a6ed7404f7e1.jpg,e3bc62bf7200e103b2ddb85593143566bc064e25ab0d4d4caeb8a6ed7404f7e1,0.0035158645,False,True
beans,beans_train/train/bean_rust/bean_rust_train.152.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/882aec25fe11eafaa63e0c35d74f1ff52ceb8c692608e29d44cb0edce8af1f01.jpg,882aec25fe11eafaa63e0c35d74f1ff52ceb8c692608e29d44cb0edce8af1f01,1.915568e-05,False,True
beans,beans_train/train/bean_rust/bean_rust_train.159.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/9707b078bcc528f44279d1eb0efb69a99adf89097591a0131f42162aa97723f5.jpg,9707b078bcc528f44279d1eb0efb69a99adf89097591a0131f42162aa97723f5,0.00010063222,False,True
beans,beans_train/train/bean_rust/bean_rust_train.169.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/a5f8121501d761b08a8b7fcd9873e733cf6048e64f48cdba3deb74cf3ce13333.jpg,a5f8121501d761b08a8b7fcd9873e733cf6048e64f48cdba3deb74cf3ce13333,0.00043062735,False,True
beans,beans_train/train/bean_rust/bean_rust_train.182.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/8c7dd149aa04a2b79896cc7508d00bae512f666c92713be869eab78fbd491b68.jpg,8c7dd149aa04a2b79896cc7508d00bae512f666c92713be869eab78fbd491b68,0.0038543148,False,True
beans,beans_train/train/bean_rust/bean_rust_train.185.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/1802e2464a6fd46f9e152bffd43963be285e3af430d09ffb7676be499ddbb4df.jpg,1802e2464a6fd46f9e152bffd43963be285e3af430d09ffb7676be499ddbb4df,0.00059242843,False,True
beans,beans_train/train/bean_rust/bean_rust_train.19.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/84dd11deccce2096bec15b0cc8108384794cf4cc0e333679d9d28b58f8d20c67.jpg,84dd11deccce2096bec15b0cc8108384794cf4cc0e333679d9d28b58f8d20c67,0.00010067674,False,True
beans,beans_train/train/bean_rust/bean_rust_train.200.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/1cc0562f307cabb0d9cbb912e20e0d00609075a8604dc1cfc7a90ba0d01ab36e.jpg,1cc0562f307cabb0d9cbb912e20e0d00609075a8604dc1cfc7a90ba0d01ab36e,0.0006303181,False,True
beans,beans_train/train/bean_rust/bean_rust_train.203.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/94cd2e0431d4016635b65bb3a1df73032fda81c81d1a99069bf6e0bf30e72b3b.jpg,94cd2e0431d4016635b65bb3a1df73032fda81c81d1a99069bf6e0bf30e72b3b,0.00028724107,False,True
beans,beans_train/train/bean_rust/bean_rust_train.21.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/08ade1afb25a1360e0ff21c4cdc0c0f1db25d41bb40b81af8fe260c7708a690c.jpg,08ade1afb25a1360e0ff21c4cdc0c0f1db25d41bb40b81af8fe260c7708a690c,0.0018757632,False,True
beans,beans_train/train/bean_rust/bean_rust_train.227.jpg,NOT_LEMON_LEAF,test,other_leaf,Official TFDS-referenced archive; category=bean_rust,data/leaf_validator/external/3afda1243d03c836b8b7353595c30a4da4ac5c252d8a49692bed784f775a3868.jpg,3afda1243d03c836b8b7353595c30a4da4ac5c252d8a49692bed784f775a3868,0.00015036768,False,True
